date,revenue,cogs,opex,depreciation,ebitda,ebit,interest_expense,tax,net_income,cash,total_assets,total_equity,total_liabilities,current_assets,current_liabilities,inventory,accounts_receivable,accounts_payable,debt,r_and_d,marketing,employee_count
2013-04-14,64368,29944,24339,3815,10085,6270,633,1493,4144,1063467481,84779,52232,32547,43800,18857,1571,12494,5574,24071,3207,4607,6012
2013-04-15,126714,45678,28816,2562,52220,49658,2800,9775,37083,1063504564,130971,71087,59884,76373,31357,5279,27445,12823,29178,1962,5602,6366
2013-04-16,97315,48975,16403,4083,31937,27854,983,5150,21721,1063526285,118808,58236,60572,64485,26123,5542,29179,13831,28658,2248,3127,6131
2013-04-17,104414,55954,18554,2770,29906,27136,2641,5940,18555,1063544840,133706,79936,53770,62439,26671,6684,28744,14944,23825,1102,3357,6232
2013-04-18,73521,31674,29874,3798,11973,8175,1651,1281,5243,1063550083,113777,53541,60236,62165,35884,2177,18006,7583,44998,2757,6575,6140
2013-04-19,92906,40927,16104,5162,35875,30713,1672,7513,21528,1063571611,126591,50948,75643,56699,34142,3454,19351,12217,30488,1445,2584,6030
2013-04-20,81503,39418,18255,4237,23830,19593,2110,4659,12824,1063584435,107295,53918,53377,48763,24272,4732,14388,7889,26319,1190,2455,6185
2013-04-21,100059,43702,20245,2824,36112,33288,1839,5992,25457,1063609892,129587,55912,73675,60271,31848,3746,17233,8946,22301,2752,2071,6058
2013-04-22,164076,61702,22128,4929,80246,75317,1829,17872,55616,1063665508,154892,69224,85668,89251,49533,8957,32549,12594,65494,2070,5324,5936
2013-04-23,149439,80044,41631,3138,27764,24626,2461,4203,17962,1063683470,191385,89358,102027,77781,46388,11610,28666,19083,41292,3353,8978,6008
2013-04-24,222665,100546,19811,11701,102308,90607,4211,19152,67244,1063750714,349593,173407,176186,195748,94734,11478,36498,22974,109929,2817,3568,6056
2013-04-25,122745,55046,15248,3172,52451,49279,790,8745,39744,1063790458,164464,107306,57158,69271,24466,7704,33179,14956,21387,1482,2171,6273
2013-04-26,95728,51180,20175,5665,24373,18708,2727,4356,11625,1063802083,141627,79827,61800,83371,30876,3873,25071,9161,48145,1230,4353,6101
2013-04-27,71973,36223,30273,3092,5477,2385,1732,147,506,1063802589,106168,44653,61515,61968,25405,4561,14356,8284,45850,2114,4368,6132
2013-04-28,45749,18835,25841,2097,1073,-1024,504,0,-1528,1063801061,68157,43687,24470,33051,10624,2782,10391,5134,14621,1698,3887,6326
2013-04-29,122586,57954,21368,3702,43264,39562,938,10323,28301,1063829362,110569,44972,65597,51724,27913,3678,31271,14756,39192,1667,2938,5931
2013-04-30,172624,88064,20446,7477,64114,56637,2816,13265,40556,1063869918,252041,141615,110426,142917,46223,11260,29017,22400,84668,2201,4106,6284
2013-05-01,174174,91876,20619,7662,61679,54017,4465,10601,38951,1063908869,249903,149504,100399,139387,44712,11181,39259,23107,35531,1172,4015,6146
2013-05-02,104879,39752,14223,3090,50904,47814,3024,11438,33352,1063942221,117053,77146,39907,56370,23019,4290,19608,9055,19783,880,2559,6035
2013-05-03,77555,32335,26261,4223,18959,14736,407,2931,11398,1063953619,80925,40524,40401,37116,22740,4582,16226,5800,17419,2019,2814,6508
2013-05-04,71100,34709,27758,3323,8633,5310,1004,963,3343,1063956962,84779,41129,43650,39579,18079,1929,11968,8225,26140,3074,3513,6027
2013-05-05,82035,37869,28006,4550,16160,11610,1476,2824,7310,1063964272,106455,43661,62794,58971,33485,5612,12451,8423,45139,1599,5553,6043
2013-05-06,147456,61308,24709,3696,61439,57743,1960,11385,44398,1064008670,175384,119416,55968,95327,23922,5294,35352,12407,42062,1305,5745,6275
2013-05-07,65704,34882,18048,2767,12774,10007,1150,1882,6975,1064015645,59512,37873,21639,27427,12649,3337,15887,6524,7959,1719,3348,6016
2013-05-08,42374,16388,23229,1070,2757,1687,459,255,973,1064016618,42892,24571,18321,22018,10120,1422,6497,4329,8081,3333,2537,6185
2013-05-09,58757,22860,19985,1428,15912,14484,1402,3398,9684,1064026302,89849,47592,42257,51881,19207,2829,13508,6713,27274,1684,2125,6033
2013-05-10,73327,35737,25816,3573,11774,8201,889,1704,5608,1064031910,116281,56173,60108,52388,28725,2562,19823,7419,25189,3341,4590,6046
2013-05-11,66533,24913,17911,3315,23709,20394,766,4658,14970,1064046880,94153,64646,29507,40699,15035,3253,15677,6824,19800,1006,3218,6039
2013-05-12,101113,51700,37656,3437,11757,8320,2290,1389,4641,1064051521,140409,87667,52742,64714,29269,2725,19207,9070,31032,3668,9162,6477
2013-05-13,125318,45544,23880,6830,55894,49064,1018,10379,37667,1064089188,127123,66825,60298,71505,28033,2884,29929,10895,42386,1263,5048,6029
2013-05-14,118793,51577,55835,6660,11381,4721,983,718,3020,1064092208,166376,76020,90356,71800,48578,3518,26659,9710,28406,6439,12879,6118
2013-05-15,82685,36336,25373,1844,20976,19132,2126,3069,13937,1064106145,76122,42792,33330,45284,17802,3467,24294,10867,14828,3178,2838,6040
2013-05-16,122476,60527,37627,6665,24322,17657,1837,3160,12660,1064118805,182886,113657,69229,108152,27843,3486,31671,16893,22323,3741,7913,6152
2013-05-17,83115,40618,21031,1882,21466,19584,1848,4961,12775,1064131580,117694,51518,66176,59548,37608,5221,23719,10400,36326,2292,4316,5952
2013-05-18,79162,35938,26269,2189,16955,14766,1303,3638,9825,1064141405,89129,51816,37313,38965,21900,2956,12340,6245,23910,2200,5550,6125
2013-05-19,48658,22914,19710,1300,6034,4734,1200,915,2619,1064144024,50270,25665,24605,20410,11517,2165,7465,4389,10209,1986,2300,6044
2013-05-20,83172,34606,20593,4691,27973,23282,2076,4354,16852,1064160876,132588,76735,55853,55351,24791,2752,21967,5720,39743,2332,2556,5915
2013-05-21,124111,66387,22613,7373,35111,27738,878,7093,19767,1064180643,187371,130871,56500,92742,28635,5058,34337,19656,39599,2461,2930,6154
2013-05-22,85657,43444,19634,5117,22579,17462,2160,4150,11152,1064191795,119855,82252,37603,49664,20079,2491,25058,7917,11487,2156,3460,6135
2013-05-23,143539,63801,18597,7552,61141,53589,2904,9427,41258,1064233053,219438,107276,112162,110397,50158,8237,24503,9572,75703,1207,3730,6018
2013-05-24,132959,56078,15605,4954,61276,56322,1479,12842,42001,1064275054,204524,137685,66839,89641,34553,3266,24381,12074,47827,938,3629,6274
2013-05-25,113344,44004,26052,4059,43288,39229,918,7532,30779,1064305833,125114,67666,57448,56128,34366,3518,23374,12288,36824,1860,3376,6245
2013-05-26,45481,21590,27276,2630,-3385,-6015,915,0,-6930,1064298903,52698,24411,28287,24964,14673,1261,7630,3338,14067,3227,2905,6292
2013-05-27,62557,33386,19939,3327,9232,5905,1614,872,3419,1064302322,93991,51234,42757,37981,20774,2691,17803,8935,32299,2173,2817,6083
2013-05-28,99120,45078,22409,4762,31633,26871,773,6500,19598,1064321920,136284,63197,73087,58302,40432,4793,24490,11970,32349,2611,3391,6059
2013-05-29,82371,35584,20996,2972,25791,22819,2323,5373,15123,1064337043,102602,69544,33058,51672,13971,1881,24036,9514,14875,1937,3104,5926
2013-05-30,108499,53336,18422,4344,36741,32397,1922,6545,23930,1064360973,140716,82588,58128,58849,30450,6818,24432,15697,45271,2049,2389,6521
2013-05-31,123070,46004,23247,4655,53819,49164,942,11577,36645,1064397618,141902,64211,77691,71547,42713,5642,25231,11842,58229,2643,4775,6108
2013-06-01,154794,65647,20791,3616,68356,64740,2603,15642,46495,1064444113,217745,101167,116578,111578,57371,5525,28575,14534,75171,2789,3248,6004
2013-06-02,127078,55166,21298,2829,50614,47785,3084,11107,33594,1064477707,186676,127945,58731,104869,35234,5864,30175,14078,28415,2034,3088,6240
2013-06-03,121059,62481,20790,4098,37788,33690,2408,6900,24382,1064502089,132163,78866,53297,77233,22872,9033,25973,12893,18582,1855,2917,6199
2013-06-04,125243,49045,42603,3249,33595,30346,1251,6487,22608,1064524697,128048,67596,60452,74861,26122,5151,28066,13724,41269,5067,5470,5889
2013-06-05,78062,31704,19446,4093,26912,22819,1191,5641,15987,1064540684,101879,66179,35700,42059,19247,4414,17944,8354,24570,1595,3467,6130
2013-06-06,61012,30134,11607,1523,19271,17748,989,4336,12423,1064553107,57377,28192,29185,24239,11924,1744,13633,7053,12327,1703,1466,6138
2013-06-07,182238,80461,24950,9474,76827,67353,1994,17525,47834,1064600941,173401,85349,88052,103410,48511,11789,53020,13232,31911,1322,4821,6245
2013-06-08,76659,40602,33132,2127,2925,798,708,21,69,1064601010,85080,55525,29555,47642,13385,5266,17245,6579,15355,3722,4924,6010
2013-06-09,74530,29379,20620,3557,24531,20974,1089,4861,15024,1064616034,86803,55673,31130,39691,13030,3168,16169,5361,13902,1771,2825,5944
2013-06-10,16141,8158,34306,674,-26323,-26997,290,0,-27287,1064588747,22970,13447,9523,10679,3998,612,3135,2071,2869,3200,8161,6334
2013-06-11,107737,40057,20049,5436,47631,42195,2026,7771,32398,1064621145,106785,43586,63199,52286,33456,3874,17520,8799,21434,1123,2983,5946
2013-06-12,105696,41130,32980,3926,31586,27660,2271,5236,20153,1064641298,137437,67023,70414,67249,39238,2898,26280,11250,39044,3872,6993,6162
2013-06-13,125766,59837,25899,2685,40030,37345,3706,8570,25069,1064666367,155393,103937,51456,83830,26613,3813,33371,10450,21810,2618,5984,6330
2013-06-14,128426,66073,20357,4496,41996,37500,3442,8096,25962,1064692329,189333,114942,74391,91261,43093,9179,30890,19142,59351,1021,3969,6145
2013-06-15,78638,37694,34825,2612,6119,3507,1164,591,1752,1064694081,98151,44664,53487,43847,31882,5298,12675,8587,18529,3358,4436,6277
2013-06-16,67036,34983,19790,2921,12263,9342,1183,2066,6093,1064700174,70488,41262,29226,40295,12427,2975,12456,6168,14064,1716,3226,6127
2013-06-17,56076,27486,29551,2116,-961,-3077,1497,0,-4574,1064695600,80919,40469,40450,34761,21358,3449,15367,6031,17335,2052,3908,6148
2013-06-18,118710,60901,12009,5820,45800,39980,1732,10154,28094,1064723694,110936,46004,64932,44519,31710,6162,35530,15380,51434,1180,2727,6149
2013-06-19,92691,40573,39203,3678,12915,9237,1469,1905,5863,1064729557,127616,64835,62781,71673,35622,4328,23366,12074,33687,5055,8674,5957
2013-06-20,49425,19546,17773,2104,12106,10002,1327,1863,6812,1064736369,67246,36795,30451,40285,14366,1048,10066,3642,21584,1866,3394,6324
2013-06-21,104321,45458,27029,5332,31834,26502,3059,6372,17071,1064753440,97319,41728,55591,42931,28905,3901,16668,8916,35667,3492,4577,6087
2013-06-22,199615,108298,46392,4748,44925,40177,5166,7872,27139,1064780579,256940,162489,94451,149224,41760,11644,50858,16372,74951,5033,8310,6091
2013-06-23,77048,27511,12822,2490,36715,34225,847,6304,27074,1064807653,72768,46370,26398,39640,14770,2694,12025,5024,17587,1035,1922,6312
2013-06-24,127856,67984,21925,2930,37947,35017,2890,7983,24144,1064831797,170071,80165,89906,100478,37475,9746,27886,13914,64153,2003,4245,6035
2013-06-25,111556,60636,26908,5840,24012,18172,870,4244,13058,1064844855,148396,94011,54385,61360,24367,7031,25395,12149,27245,3831,5583,6445
2013-06-26,69534,26937,23209,2835,19388,16553,811,3091,12651,1064857506,110026,57760,52266,56778,24819,3810,16213,4425,34858,2836,4363,6159
2013-06-27,55311,23393,18000,3103,13918,10815,1104,2314,7397,1064864903,68161,32479,35682,37154,20534,3019,14828,3746,16522,2632,2574,6267
2013-06-28,54586,23007,18597,1335,12982,11647,413,2623,8611,1064873514,51253,23562,27691,27187,11980,2333,15034,5811,21008,1430,4366,6137
2013-06-29,86856,44391,31638,2311,10827,8516,1037,2020,5459,1064878973,96255,64880,31375,57664,13758,6029,25587,13180,20724,2230,7299,6322
2013-06-30,144480,63963,25981,7102,54536,47434,1666,9755,36013,1064914986,160177,89382,70795,70608,36339,8792,24514,11634,54668,2452,3161,6168
2013-07-01,47472,21194,11622,1278,14656,13378,521,3142,9715,1064924701,64884,33545,31339,38701,12896,2042,10434,4100,18619,1345,2368,6308
2013-07-02,54293,20248,28484,2911,5561,2650,750,376,1524,1064926225,66627,30493,36134,28813,14462,1839,8531,4510,20371,2543,5028,6187
2013-07-03,83819,43875,18571,3912,21373,17461,1081,4183,12197,1064938422,80041,53488,26553,39366,15377,2838,15512,11976,17832,1951,2125,6258
2013-07-04,92021,45210,17440,4427,29371,24944,1439,5114,18391,1064956813,115002,56201,58801,65612,33369,6265,21079,11321,46011,2059,2976,6130
2013-07-05,54160,24806,46775,1595,-17421,-19016,1485,0,-20501,1064936312,80787,34342,46445,39433,22392,2090,12405,5755,30844,4467,7281,6272
2013-07-06,111291,50394,16265,5054,44632,39578,648,9741,29189,1064965501,145969,81945,64024,59727,32650,6354,31375,10922,34217,1993,2430,6603
2013-07-07,38038,13928,32500,2008,-8390,-10398,691,0,-11089,1064954412,56032,25004,31028,31417,18014,2028,10268,3940,13789,3938,6715,6256
2013-07-08,110643,39015,22655,5143,48973,43830,1871,10228,31731,1064986143,105458,70818,34640,56185,14840,2617,27627,7749,22819,2427,4654,6076
2013-07-09,94506,44565,19143,4596,30798,26202,553,4916,20733,1065006876,102129,64272,37857,52331,17170,3791,19936,7775,13721,2384,2419,6056
2013-07-10,55230,29337,22851,3237,3042,-195,1040,0,-1235,1065005641,86822,49837,36985,36828,19726,3764,12078,7346,14510,1187,4360,6068
2013-07-11,98745,48629,26419,5242,23697,18455,2759,4307,11389,1065017030,89536,59149,30387,38186,17368,5721,28486,14075,9271,2231,3129,5977
2013-07-12,88168,45417,22740,2497,20011,17514,1668,3106,12740,1065029770,137892,94755,43137,67042,23317,6810,16756,8190,30974,1947,2860,6132
2013-07-13,98276,44315,27923,2033,26038,24005,1198,4857,17950,1065047720,157161,89702,67459,93614,35875,4449,18223,6909,26978,2369,4532,6235
2013-07-14,77201,33301,24960,2875,18940,16065,907,3897,11261,1065058981,104783,67764,37019,58015,20537,2733,11826,8002,20778,3601,4270,6111
2013-07-15,118611,60500,25207,2659,32904,30245,3012,5273,21960,1065080941,108887,49660,59227,56077,25331,4315,29497,17210,21691,2249,4416,5951
2013-07-16,53941,27898,22417,2773,3626,853,660,35,158,1065081099,73694,35894,37800,34492,20701,2100,15592,5241,28241,3152,5102,6179
2013-07-17,89412,47290,16695,3811,25427,21616,1876,3799,15941,1065097040,119344,65807,53537,50840,29256,6216,23413,14172,23261,2112,3285,6358
2013-07-18,74742,30132,45134,3860,-524,-4384,436,0,-4820,1065092220,80178,55198,24980,45318,12240,3441,13137,6804,17730,6621,5903,6434
2013-07-19,53368,22390,34258,3123,-3280,-6403,485,0,-6888,1065085332,75554,46851,28703,40247,16883,1506,9210,6556,12024,3307,8465,6120
2013-07-20,103294,55573,19598,4772,28123,23351,2647,5232,15472,1065100804,146766,82604,64162,76879,30159,4801,21044,13042,23764,2704,3464,6344
2013-07-21,152164,57524,24193,8761,70447,61686,2459,12438,46789,1065147593,183201,124602,58599,109663,34708,5209,31534,12661,35509,1683,5824,6264
2013-07-22,95593,43573,19818,5575,32202,26627,2494,5175,18958,1065166551,112377,51817,60560,45500,26566,4392,24433,9692,28900,1834,3203,6197
2013-07-23,75249,31714,27407,4378,16128,11750,1504,2490,7756,1065174307,91836,53170,38666,51505,15789,4482,16000,5138,20133,2160,6260,6177
2013-07-24,74197,30017,22079,1549,22101,20552,1228,5012,14312,1065188619,109934,64530,45404,61893,26343,3553,21736,8391,28669,2868,4116,6009
2013-07-25,83130,39927,33284,1736,9919,8183,2148,1261,4774,1065193393,131733,75228,56505,65142,28903,4119,19996,9276,20930,4319,6844,6121
2013-07-26,76579,26926,27800,3369,21853,18484,971,4854,12659,1065206052,76404,33125,43279,43409,20309,3704,11887,6691,25820,3161,4459,6029
2013-07-27,93478,41569,17216,2198,34693,32495,1704,6436,24355,1065230407,109418,56142,53276,61350,25529,4506,23386,11376,26654,1003,3414,6196
2013-07-28,90806,31848,16695,2538,42263,39725,1616,8718,29391,1065259798,122100,56947,65153,60370,35700,3267,15938,6458,37324,848,3671,6280
2013-07-29,93374,36338,39808,2144,17228,15084,2495,2672,9917,1065269715,107452,44243,63209,51197,36387,2656,17330,9328,47083,2224,7315,6355
2013-07-30,114040,48500,20403,2546,45137,42591,1930,8248,32413,1065302128,146727,98810,47917,87279,19804,4198,33474,10053,24716,2549,2939,6285
2013-07-31,48564,26513,47259,2238,-25208,-27446,260,0,-27706,1065274422,76334,52670,23664,37919,10092,1692,13633,5231,10761,5217,7764,6229
2013-08-01,87558,44498,19978,5178,23082,17904,1957,4395,11552,1065285974,100552,47382,53170,59288,22444,6193,20348,7700,37397,2159,3440,6432
2013-08-02,70120,32537,29382,2772,8201,5429,1241,961,3227,1065289201,78905,46706,32199,34780,13270,4121,14711,6459,19655,2869,6369,6236
2013-08-03,102270,46443,42889,4010,12938,8928,2269,1309,5350,1065294551,151159,93309,57850,77777,25661,6524,19610,10604,23010,2768,6772,6412
2013-08-04,131896,59718,24919,6077,47259,41182,1547,9473,30162,1065324713,119017,78157,40860,48044,23708,6416,23818,15142,24359,1651,3383,6245
2013-08-05,37758,15978,24713,2205,-2933,-5138,308,0,-5446,1065319267,51068,25662,25406,25406,14070,1287,7557,2943,15979,1756,5259,6384
2013-08-06,57751,25535,16397,1765,15819,14054,1022,3246,9786,1065329053,68456,36617,31839,36904,18568,1435,14056,7197,24747,2002,3214,6340
2013-08-07,78807,42794,26605,3508,9408,5900,925,1105,3870,1065332923,80599,38119,42480,37239,21717,2703,13868,8721,19181,1788,6368,6300
2013-08-08,93494,50326,35473,4955,7695,2740,2486,71,183,1065333106,123889,65592,58297,72496,28799,4141,25802,10217,37852,4538,4813,5989
2013-08-09,88236,47284,18347,2033,22605,20572,539,3935,16098,1065349204,96393,53696,42697,38957,25047,4223,22502,11419,18303,2661,2291,6285
2013-08-10,106273,55781,17656,3672,32836,29164,822,6752,21590,1065370794,164169,96426,67743,85460,31361,7845,17569,14633,32620,1109,3598,6119
2013-08-11,115829,48244,16089,2628,51496,48868,3161,8728,36979,1065407773,163228,86542,76686,70380,40308,3648,21692,9634,45256,1646,3448,6315
2013-08-12,82373,30945,26325,3483,25103,21620,2448,3708,15464,1065423237,130715,81493,49222,63583,24787,1751,20054,5843,19031,3870,4011,6231
2013-08-13,92574,46212,24521,3797,21841,18044,1067,4267,12710,1065435947,125719,80876,44843,66731,19860,2489,17538,13848,26561,3534,5916,6256
2013-08-14,55457,23987,40781,3059,-9311,-12370,371,0,-12741,1065423206,67847,34124,33723,30068,20124,1951,15744,4787,21652,2384,6307,6315
2013-08-15,72497,38484,20646,1628,13367,11739,826,2143,8770,1065431976,66671,34841,31830,37641,17712,5283,18885,9804,23888,1891,3808,6289
2013-08-16,111009,46418,42454,6386,22137,15751,2302,3077,10372,1065442348,136754,89069,47685,80693,24373,3176,30531,9633,18294,6306,6410,6207
2013-08-17,86635,42627,20546,2282,23462,21180,657,4164,16359,1065458707,104712,46341,58371,45756,25879,2207,24354,7069,25940,1086,3631,6239
2013-08-18,51390,24150,27631,2580,-391,-2971,1264,0,-4235,1065454472,57406,33399,24007,24630,10285,2714,8010,4563,10561,2595,3402,5990
2013-08-19,112782,52389,29364,3296,31029,27733,1838,6004,19891,1065474363,174093,81669,92424,70253,52246,6177,29417,9054,29133,3085,6455,6328
2013-08-20,36617,13633,21711,1945,1273,-672,184,0,-856,1065473507,33730,17533,16197,16393,9533,1145,8355,4063,5078,2764,2678,6392
2013-08-21,71536,32246,11248,2932,28042,25110,1185,6518,17407,1065490914,92352,53379,38973,43143,18896,2618,21279,8502,25676,1058,2727,6028
2013-08-22,101799,45314,18921,4587,37564,32977,1868,8237,22872,1065513786,160219,74116,86103,65949,43486,3402,20062,11776,43930,1209,4712,6106
2013-08-23,103210,39913,33684,2978,29613,26635,2980,4768,18887,1065532673,119051,81288,37763,54315,18674,2145,21855,6039,20237,3451,8296,6195
2013-08-24,172550,72323,25372,7128,74855,67727,3353,15819,48555,1065581228,165737,92929,72808,68115,31854,9754,30318,20614,38712,2590,5768,6027
2013-08-25,138786,68023,36232,4141,34531,30390,1972,5882,22536,1065603764,201887,112623,89264,108787,37684,9773,39587,19716,56581,1956,3685,5936
2013-08-26,58451,26002,20039,1992,12410,10418,1725,2386,6307,1065610071,73259,36756,36503,40205,17401,2521,12782,5141,15275,1932,3976,6340
2013-08-27,89856,41091,28735,4808,20030,15222,2429,2765,10028,1065620099,104322,50405,53917,43361,26987,5231,25177,7458,25767,2444,4419,6516
2013-08-28,97297,52437,27950,4756,16910,12154,1894,2085,8175,1065628274,155384,101259,54125,71534,23668,7604,14975,8812,24659,4161,3648,6355
2013-08-29,49425,22756,25428,2446,1241,-1205,450,0,-1655,1065626619,62703,41033,21670,34427,12242,2201,14437,3500,7908,1881,4944,6277
2013-08-30,76131,31092,9170,1827,35869,34042,750,6411,26881,1065653500,92543,40506,52037,53750,30971,2973,20713,8177,38627,661,1429,6394
2013-08-31,66384,25592,32296,2254,8496,6242,1950,1049,3243,1065656743,67643,42991,24652,30376,13237,1966,19539,6567,13804,2896,6066,6091
2013-09-01,63982,28994,25142,2229,9846,7617,1128,1505,4984,1065661727,72939,40717,32222,35745,15152,1768,18249,8675,12252,2098,5670,6187
2013-09-02,83881,31372,33715,4857,18794,13937,1586,2706,9645,1065671372,106176,55970,50206,48500,29750,2907,13839,8806,15576,4993,5238,6151
2013-09-03,65489,25215,29753,2056,10521,8465,1221,1827,5417,1065676789,90115,38941,51174,51208,24517,3728,17825,6089,23797,4463,5147,6196
2013-09-04,82085,36131,24986,3506,20968,17462,606,3353,13503,1065690292,119688,63701,55987,59130,22461,4235,21993,6019,23579,2385,2659,6350
2013-09-05,99192,50669,11311,4017,37212,33195,1784,7592,23819,1065714111,94130,64114,30016,45098,17693,2941,26305,13611,21255,655,2810,6179
2013-09-06,159219,61651,16861,7721,80707,72986,4630,18352,50004,1065764115,164935,66688,98247,88141,57291,4788,35952,9267,68993,1015,3537,6237
2013-09-07,167110,76118,23956,7431,67036,59605,2894,11087,45624,1065809739,174947,78725,96222,82699,39593,7035,47742,16318,51557,2417,4473,6487
2013-09-08,37759,14269,26592,1643,-3102,-4745,1016,0,-5761,1065803978,41960,24070,17890,17635,8210,1001,9903,3983,6405,1931,4396,6131
2013-09-09,53106,24549,25742,2752,2815,63,935,0,-872,1065803106,58252,32607,25645,25713,15373,2785,13951,7332,13704,1885,4707,6343
2013-09-10,37096,17588,19058,749,450,-299,453,0,-752,1065802354,52265,32052,20213,21972,8973,2428,10191,3751,11576,2163,4270,6260
2013-09-11,93521,34907,16497,3415,42117,38702,510,7245,30947,1065833301,124346,77520,46826,72227,21391,4434,24829,7892,32515,2376,1945,5998
2013-09-12,60474,25865,21051,3416,13558,10142,1019,1705,7418,1065840719,62082,42182,19900,32226,10969,2915,13978,4187,11391,1904,4342,6107
2013-09-13,103855,44941,24430,4454,34484,30030,1010,5326,23694,1065864413,154287,70457,83830,91116,37073,2387,24387,12414,55822,3573,5401,6298
2013-09-14,89669,42902,14250,3028,32517,29489,2029,6429,21031,1065885444,104037,69776,34261,51669,14540,4390,24339,8667,21770,2069,2800,6272
2013-09-15,73600,38134,19190,2680,16276,13596,1603,2881,9112,1065894556,95403,55150,40253,46573,21778,4690,21836,11076,17346,1027,2504,6112
2013-09-16,74356,40635,25396,3465,8325,4860,396,959,3505,1065898061,87964,47791,40173,48632,23938,4480,17573,11731,31155,3409,3630,6237
2013-09-17,104550,44179,28549,4193,31822,27629,2901,4680,20048,1065918109,143895,91383,52512,74683,28172,5549,23820,10997,24011,3827,4874,6395
2013-09-18,67575,24192,30425,4006,12958,8952,946,2025,5981,1065924090,75835,35546,40289,35557,22548,3181,19881,4174,27174,3144,7538,5969
2013-09-19,81760,36685,14387,3950,30688,26738,588,7217,18933,1065943023,127913,86850,41063,69213,22859,3553,23120,10157,23842,1006,1544,6135
2013-09-20,112125,48509,24089,5724,39527,33803,2922,5870,25011,1065968034,152793,65137,87656,86680,35800,3378,23060,14000,69228,2657,5045,6340
2013-09-21,76186,27656,19937,4049,28593,24544,776,4421,19347,1065987381,85931,44549,41382,45055,24659,4058,20703,7262,27355,2434,3063,6204
2013-09-22,53372,24776,28047,2206,549,-1657,771,0,-2428,1065984953,77643,45051,32592,37240,18767,2650,11839,6395,10267,1615,6054,6206
2013-09-23,50551,22310,19564,2312,8677,6365,758,1332,4275,1065989228,72988,46501,26487,39953,15684,3003,9544,5914,8648,2629,4050,6125
2013-09-24,113170,44383,26791,5056,41996,36940,2157,6461,28322,1066017550,149836,94769,55067,78541,28385,4868,23425,8866,23163,1814,6439,6469
2013-09-25,91661,38280,23091,4988,30290,25302,857,5570,18875,1066036425,130635,82394,48241,67596,24220,5130,19032,8668,26915,3094,2967,6113
2013-09-26,52858,27682,41801,1595,-16625,-18220,537,0,-18757,1066017668,47619,31067,16552,27030,8907,1496,8476,5966,12214,5725,9296,6050
2013-09-27,120040,46317,14879,5457,58844,53387,1741,9672,41974,1066059642,152834,80174,72660,70072,29568,3372,28495,12043,36713,1813,2607,6177
2013-09-28,167465,59486,16084,4193,91895,87702,3820,20096,63786,1066123428,234337,118895,115442,94863,56912,6195,25662,10825,81243,875,3103,6104
2013-09-29,58503,22106,24092,1349,12305,10956,593,2749,7614,1066131042,80688,46758,33930,39053,20058,1456,9259,6573,17776,1257,2981,6284
2013-09-30,198517,107419,33250,6640,57848,51208,3889,8682,38637,1066169679,199758,84538,115220,80777,65145,8765,58512,19558,40720,3174,5114,6234
2013-10-01,66842,33042,30099,1749,3701,1952,839,203,910,1066170589,65880,40936,24944,29029,12914,2328,17482,8649,15301,2711,5248,6290
2013-10-02,88639,33281,30452,4080,24906,20826,1512,5382,13932,1066184521,113750,79355,34395,59637,19650,3903,18540,8394,20701,4242,6667,6307
2013-10-03,66193,27028,16236,3238,22929,19691,1780,4439,13472,1066197993,73460,35861,37599,31988,21702,1807,12611,7783,26278,933,2565,6560
2013-10-04,68993,34245,23612,2226,11136,8910,1137,1659,6114,1066204107,97327,54138,43189,56389,25415,4905,20673,8782,28972,2978,4893,6088
2013-10-05,71413,26859,19839,4073,24715,20642,1419,4704,14519,1066218626,72384,32545,39839,39188,23731,1583,17921,7323,16985,1666,4576,6286
2013-10-06,87226,42238,21672,4870,23316,18446,572,3240,14634,1066233260,95552,40721,54831,44391,22511,4052,19049,9529,27546,3124,3182,6088
2013-10-07,135153,54189,22633,5563,58331,52768,1584,10183,41001,1066274261,215645,123764,91881,127543,37244,6947,22268,14909,64394,1154,2490,6322
2013-10-08,75046,41091,11770,4011,22185,18174,1990,2968,13216,1066287477,91679,63667,28012,45111,15913,2768,11278,9168,22262,1253,1947,6469
2013-10-09,63741,32707,16679,2102,14355,12253,831,2878,8544,1066296021,62001,31843,30158,24982,13116,3602,17926,6122,11350,1542,3959,6222
2013-10-10,159280,67012,21999,7024,70269,63245,3398,14254,45593,1066341614,150722,96740,53982,74456,32043,3962,28650,19046,17082,3060,4366,5992
2013-10-11,54667,23087,34809,1443,-3229,-4672,951,0,-5623,1066335991,53813,25004,28809,21580,15748,1188,9548,4102,20987,3462,4627,6239
2013-10-12,63303,32501,26267,3446,4535,1089,564,100,425,1066336416,88639,41267,47372,43832,19466,4147,13218,6171,33920,2468,5591,6445
2013-10-13,100850,45175,41429,3204,14246,11042,1897,1779,7366,1066343782,92628,56517,36111,55244,19925,3587,22265,7784,26983,5352,6287,5981
2013-10-14,61679,24276,52144,1319,-14741,-16060,909,0,-16969,1066326813,90114,60814,29300,47839,15753,2531,11639,3755,14259,6493,10684,6397
2013-10-15,63931,22413,14420,3733,27098,23365,1893,4880,16592,1066343405,92213,42054,50159,46459,27332,2342,19103,3822,21852,863,3440,6299
2013-10-16,71427,26055,19108,3820,26264,22444,946,5309,16189,1066359594,80738,35841,44897,47944,20869,1574,19750,6817,34347,2286,3281,6245
