week,revenue,cogs,opex,depreciation,ebitda,ebit,interest_expense,tax,net_income,cash,total_assets,total_equity,total_liabilities,current_assets,current_liabilities,inventory,accounts_receivable,accounts_payable,debt,capex,dividends,r_and_d,marketing_expense,employee_count
2012-04-08,20662,7282,4113,988,9267,8279,283,1799,6197,501453456,24566,12087,12479,11259,6200,855,4385,1473,8568,863,542,238,688,754
2012-04-15,20333,11006,10395,826,-1068,-1894,236,0,-2130,501451326,21542,8850,12692,9172,5307,1142,4372,3021,9557,1010,0,541,1868,710
2012-04-22,22266,11077,8012,1327,3177,1850,493,313,1044,501452370,29140,19810,9330,16641,3973,1046,4900,3145,3893,500,93,698,1883,813
2012-04-29,12015,5054,6283,534,678,144,345,0,-201,501452169,13938,7019,6919,7213,3099,573,3073,900,2759,304,0,783,1148,672
2012-05-06,22571,9238,7772,786,5561,4775,264,1178,3333,501455502,27407,11838,15569,15836,8904,1227,4431,2244,4721,1344,281,523,1075,758
2012-05-13,20347,8545,3731,1035,8071,7036,515,1653,4868,501460370,25963,14216,11747,15255,6871,793,4014,2458,7676,645,278,413,617,797
2012-05-20,28931,14608,7699,776,6624,5848,185,1395,4268,501464638,30160,19017,11143,12387,6299,1667,4602,3207,8566,329,355,607,1366,785
2012-05-27,30824,14866,5132,1091,10826,9735,569,1754,7412,501472050,31102,14509,16593,15557,7746,2161,7799,2461,6529,495,712,666,588,734
2012-06-03,56132,21725,4645,1902,29762,27860,380,6927,20553,501492603,85113,40926,44187,40428,20083,2910,13201,4751,27328,941,2991,603,983,805
2012-06-10,38170,14689,4263,1423,19218,17795,1082,3845,12868,501505471,45942,21722,24220,24127,12348,1360,7726,3031,16306,2279,1047,544,496,729
2012-06-17,20389,7537,9288,1045,3564,2519,493,546,1480,501506951,24232,16902,7330,13539,3990,863,5215,1784,5599,513,208,952,1493,774
2012-06-24,17631,8499,5273,694,3859,3165,378,758,2029,501508980,16307,7489,8818,7438,5279,575,4066,1834,5497,765,148,414,1164,809
2012-07-01,30228,15201,10681,1565,4346,2781,774,372,1635,501510615,37742,21613,16129,19300,6876,1612,6662,2320,12664,1881,113,1399,1817,802
2012-07-08,14394,5801,5479,620,3114,2494,305,574,1615,501512230,18538,12561,5977,10043,2450,859,3263,1735,2823,630,165,376,1240,746
2012-07-15,49928,17684,4333,1682,27911,26229,1459,4552,20218,501532448,64466,28627,35839,27520,19313,1801,12255,4094,17022,730,2371,342,656,842
2012-07-22,37840,13866,4659,1983,19315,17332,865,3569,12898,501545346,52784,36487,16297,29708,9231,1980,9422,3065,9314,700,702,319,1135,788
2012-07-29,19266,10472,9147,569,-353,-922,542,0,-1464,501543882,19733,13502,6231,10285,3547,950,3725,3070,3064,577,0,1074,1202,823
2012-08-05,11545,4723,6685,335,137,-198,207,0,-405,501543477,12429,8270,4159,7332,2228,708,1975,819,1251,326,0,793,707,864
2012-08-12,38858,19578,6000,1561,13280,11719,308,2906,8505,501551982,57025,26481,30544,26682,18045,2113,6742,3492,20339,1953,707,692,1385,845
2012-08-19,21351,10140,7833,650,3378,2728,389,423,1916,501553898,33372,19697,13675,14071,6868,550,5250,2750,9242,920,232,717,1667,847
2012-08-26,36324,15488,8213,740,12623,11883,297,2281,9305,501563203,36148,22711,13437,18121,7831,1683,10205,2929,9050,1712,941,493,1107,802
2012-09-02,11613,4542,9439,533,-2368,-2901,230,0,-3131,501560072,14497,10087,4410,6048,2618,352,2455,1226,2084,455,0,1332,2338,834
2012-09-09,17203,6439,11423,696,-659,-1355,294,0,-1649,501558423,18062,8202,9860,10727,5615,343,3018,1228,5533,682,0,1151,2003,806
2012-09-16,21852,10336,6319,826,5197,4371,449,1065,2857,501561280,20586,12965,7621,8394,3521,1365,5758,1602,3658,944,227,573,1533,737
2012-09-23,22218,11218,4301,1304,6699,5395,117,1322,3956,501565236,25059,12571,12488,13800,5485,870,6107,2553,3847,398,487,468,756,814
2012-09-30,18257,8741,6264,782,3252,2470,180,566,1724,501566960,18268,8270,9998,9226,5095,1133,5150,1569,5811,351,221,434,1070,814
2012-10-07,28183,12853,8195,1537,7135,5598,487,1122,3989,501570949,39370,20725,18645,18651,9147,1013,6793,3389,6747,563,584,518,1372,832
2012-10-14,14440,5175,5145,369,4120,3751,415,601,2735,501573684,18391,11736,6655,7599,3830,359,4030,1274,2263,287,273,466,773,798
2012-10-21,21113,11479,5056,903,4578,3675,308,647,2720,501576404,21127,11397,9730,11080,4087,1692,3216,3312,6595,644,304,368,910,768
2012-10-28,23734,12098,7241,1299,4395,3096,370,636,2090,501578494,21514,12075,9439,11124,4262,1042,3942,3236,2877,492,174,539,1216,841
2012-11-04,28174,11511,6455,1221,10208,8987,644,2065,6278,501584772,41295,28847,12448,18838,6851,1268,4617,2039,9703,1112,740,899,681,744
2012-11-11,30963,16906,7023,1509,7034,5525,622,1087,3816,501588588,31686,16468,15218,18443,6376,1877,7954,4565,8486,1562,368,724,977,884
2012-11-18,15107,7106,5729,527,2272,1745,188,394,1163,501589751,20007,11696,8311,9220,3858,754,2424,1750,6578,325,109,563,756,802
2012-11-25,13057,6091,6041,309,925,616,199,97,320,501590071,14831,7557,7274,7266,3473,862,2931,1525,2393,469,43,719,1390,827
2012-12-02,40970,20469,5832,1570,14669,13099,428,2375,10296,501600367,53664,27789,25875,27302,13572,2404,9051,5626,15312,749,566,847,1107,845
2012-12-09,28616,14662,9722,1024,4232,3208,834,473,1901,501602268,32077,19525,12552,13474,5418,1325,5626,3461,5958,729,263,595,2086,848
2012-12-16,18938,9115,9841,1036,-18,-1054,157,0,-1211,501601057,18197,12399,5798,10671,3317,1242,5313,2004,4185,566,0,1312,2397,750
2012-12-23,48444,18196,4348,1442,25900,24458,693,6000,17765,501618822,51160,28788,22372,24296,10951,1239,8505,4467,10752,2449,1788,471,855,863
2012-12-30,27808,11614,4926,1631,11268,9637,157,2555,6925,501625747,28688,18088,10600,11939,6184,1213,5641,2261,4561,736,686,318,1219,839
2013-01-06,43349,23218,4521,2528,15610,13082,457,2421,10204,501635951,52002,22192,29810,24829,14713,3368,11536,4119,21725,655,879,360,664,794
2013-01-13,28284,11170,6014,846,11100,10254,693,2668,6893,501642844,38489,17834,20655,20016,9398,1257,4372,2709,10066,982,1030,591,769,790
2013-01-20,63836,27094,7413,2165,29329,27164,640,5330,21194,501664038,69241,38127,31114,34810,13328,3568,16019,5014,9596,1096,1295,883,1190,812
2013-01-27,57380,25042,4884,3203,27454,24251,402,4321,19528,501683566,52127,21164,30963,28092,12408,2889,15634,4056,15331,1001,2129,363,833,766
2013-02-03,26107,11432,5180,1532,9495,7963,440,2105,5418,501688984,32980,15694,17286,13558,8754,1531,7567,1716,10843,1145,640,536,1214,918
2013-02-10,43084,20361,5763,1626,16960,15334,226,3144,11964,501700948,57045,31673,25372,26064,10693,2941,12126,4912,10838,724,1716,683,1060,908
2013-02-17,38238,20596,7052,1256,10590,9334,272,2237,6825,501707773,60187,24345,35842,33936,17145,1592,7568,4208,18494,1721,874,669,1014,858
2013-02-24,51553,20525,7874,2116,23154,21038,1299,3902,15837,501723610,67670,32439,35231,28149,18245,1374,12267,5395,11568,2326,1812,1073,1665,826
2013-03-03,20427,7646,6329,971,6452,5481,496,1187,3798,501727408,25122,13923,11199,14347,5097,752,3301,1577,6653,675,234,867,1113,829
2013-03-10,39771,15491,7093,1230,17187,15957,1109,4015,10833,501738241,51757,29602,22155,21654,9638,1862,7504,3453,15024,557,947,689,882,879
2013-03-17,46344,24441,6381,2292,15522,13230,1222,2546,9462,501747703,71811,48668,23143,40709,12843,1777,7607,5159,11726,3549,604,940,1190,931
2013-03-24,15049,7211,6032,332,1806,1474,332,282,860,501748563,22270,13220,9050,10515,5334,364,2969,1785,4617,550,119,347,1428,816
2013-03-31,18948,7715,11695,416,-462,-878,120,0,-998,501747565,21337,11190,10147,11147,4263,650,5330,1569,3492,878,0,589,2648,790
2013-04-07,13432,6893,10835,476,-4296,-4772,330,0,-5102,501742463,14320,9725,4595,6166,1981,1012,2714,2030,1842,330,0,954,2037,925
2013-04-14,27167,14189,4976,927,8002,7075,710,1360,5005,501747468,29445,18711,10734,12168,6355,1696,6365,4121,4050,854,577,548,779,760
2013-04-21,40101,20825,10096,1308,9180,7872,1002,1382,5488,501752956,50250,23115,27135,22270,11059,1877,8622,5773,14676,1283,553,1140,1141,801
2013-04-28,54498,29090,9565,2160,15843,13683,965,2688,10030,501762986,77433,34013,43420,32953,25858,2015,11926,8379,24516,1835,652,934,1630,841
2013-05-05,30509,12217,5123,1002,13169,12167,330,2342,9495,501772481,38205,23028,15177,17669,6085,1046,9013,2656,11754,415,788,320,1090,777
2013-05-12,56226,28170,9863,1557,18193,16636,1469,4098,11069,501783550,53272,30257,23015,26789,13227,1887,10932,6492,7747,1300,705,661,1519,912
2013-05-19,16676,7373,12577,540,-3274,-3814,387,0,-4201,501779349,23455,14939,8516,12144,3930,447,4071,1927,5109,1069,0,1701,1702,901
2013-05-26,14461,7497,4703,853,2261,1408,427,201,780,501780129,21173,13162,8011,11814,4708,1055,3080,1907,4512,796,51,643,1127,831
2013-06-02,27554,13658,6070,1004,7826,6822,245,1479,5098,501785227,30382,17851,12531,16140,5807,2045,4386,3873,6994,481,613,713,1355,926
2013-06-09,32348,16345,9085,1222,6918,5696,344,1135,4217,501789444,44151,30725,13426,23036,7127,1085,7227,4208,9889,1486,503,1058,1778,936
2013-06-16,26941,12965,8425,1160,5551,4391,277,1047,3067,501792511,32292,18086,14206,15576,5910,719,7328,3885,5722,1475,294,925,1015,860
2013-06-23,11740,4526,8252,697,-1038,-1735,291,0,-2026,501790485,17873,7756,10117,8843,4537,376,1935,916,3241,679,0,580,1005,844
2013-06-30,25462,11687,7515,755,6260,5505,246,1177,4082,501794567,37981,24630,13351,18341,7406,1124,4085,3213,8493,606,333,698,868,982
2013-07-07,15392,8418,8144,727,-1170,-1897,103,0,-2000,501792567,19514,9280,10234,11092,5176,593,2664,2144,4836,873,0,974,1567,906
2013-07-14,33333,17916,5072,1621,10345,8724,999,1828,5897,501798464,46135,29212,16923,20576,9910,1436,8822,4545,5226,1018,708,526,595,885
2013-07-21,29046,10417,9822,1287,8807,7520,163,1440,5917,501804381,44102,30304,13798,17691,6702,730,7511,2072,5874,1242,363,509,2224,942
2013-07-28,16956,6494,9518,399,944,545,439,26,80,501804461,21144,12878,8266,11212,4744,828,3980,1739,3758,656,11,1383,2369,891
2013-08-04,19815,7457,7012,933,5346,4413,280,956,3177,501807638,22178,12837,9341,9769,4575,904,4364,2126,5683,976,401,943,1087,852
2013-08-11,15722,7785,7864,355,73,-282,409,0,-691,501806947,22444,12077,10367,12973,6177,884,4453,1423,4005,1061,0,598,1322,883
2013-08-18,23154,11891,4554,1015,6709,5694,437,1414,3843,501810790,24405,12430,11975,13955,7089,1055,6136,2899,6066,1152,469,508,942,933
2013-08-25,34456,13531,8134,1708,12791,11083,949,2270,7864,501818654,40381,20429,19952,16772,9294,1907,9365,2826,10799,417,919,1158,1957,783
2013-09-01,15734,7099,8683,447,-48,-495,443,0,-938,501817716,23696,14002,9694,9983,5595,1043,4279,2119,5134,1111,0,518,2033,870
2013-09-08,28406,14718,6613,1524,7075,5551,148,1378,4025,501821741,39970,24997,14973,19946,8527,991,6999,3265,11783,487,277,663,718,955
2013-09-15,18731,9301,11055,397,-1625,-2022,129,0,-2151,501819590,22153,13371,8782,11560,3883,672,4097,1714,2834,457,0,1057,1386,862
2013-09-22,16860,7729,7154,906,1977,1071,190,212,669,501820259,17708,8137,9571,8057,5023,793,4716,1602,7422,542,49,651,1525,967
2013-09-29,22235,10408,8958,854,2869,2015,483,326,1206,501821465,25552,14008,11544,13884,4785,615,6424,2582,6822,746,104,1196,1821,962
2013-10-06,15415,6963,5318,442,3134,2692,419,633,1640,501823105,16939,10798,6141,8791,3484,652,2367,1124,4286,579,212,468,638,890
2013-10-13,18829,7711,7839,477,3279,2802,311,615,1876,501824981,19267,10456,8811,8958,3832,834,2970,1855,4539,562,232,442,1374,866
2013-10-20,14694,6803,7154,854,737,-117,296,0,-413,501824568,20870,11708,9162,8454,3795,695,4317,1971,4828,989,0,405,1553,882
2013-10-27,52685,25699,8507,1207,18479,17272,512,3564,13196,501837764,56713,35805,20908,31194,10037,2135,10093,7133,15465,1113,737,462,1130,1031
2013-11-03,24688,12953,6865,690,4870,4180,620,863,2697,501840461,30068,17992,12076,13319,6224,1350,6937,2074,9032,630,138,624,1584,994
2013-11-10,18686,8918,7601,634,2167,1533,545,183,805,501841266,21865,11431,10434,12395,5958,1301,3893,2667,4375,1024,97,926,820,908
2013-11-17,27387,13754,9785,1227,3848,2621,321,419,1881,501843147,43476,29069,14407,21045,8570,971,4597,3505,5757,568,147,689,2127,873
2013-11-24,24470,9348,6464,1023,8658,7635,425,1622,5588,501848735,28722,12890,15832,14804,7724,1080,3966,1630,8678,988,466,741,1243,911
2013-12-01,23872,10559,5060,597,8253,7656,171,1596,5889,501854624,22821,15944,6877,13113,2834,574,4141,1604,5159,851,616,601,745,919
2013-12-08,33987,11959,12806,1074,9222,8148,645,1679,5824,501860448,32725,14257,18468,18742,10154,677,6372,2101,8517,989,351,967,2665,846
2013-12-15,36698,14655,11625,1084,10418,9334,645,1792,6897,501867345,48204,19498,28706,22863,14727,1541,8194,4041,17970,1821,788,1279,2527,914
2013-12-22,22351,11070,4825,638,6456,5818,192,1105,4521,501871866,29493,19672,9821,13029,4808,670,5705,1696,6424,499,373,572,1158,978
2013-12-29,22371,12267,9506,815,598,-217,359,0,-576,501871290,26692,12638,14054,14815,6491,641,6666,2269,9688,1177,0,919,1475,824
2014-01-05,25701,9505,6584,1238,9612,8374,343,1859,6172,501877462,30900,19124,11776,15036,5894,638,5557,2505,6853,482,823,551,1336,957
2014-01-12,11628,5004,7662,334,-1038,-1372,210,0,-1582,501875880,10904,7015,3889,4780,1819,533,2648,1191,1949,284,0,857,1459,986
2014-01-19,16196,8260,7535,561,401,-160,318,0,-478,501875402,20433,13439,6994,11869,3857,994,3697,2209,5480,266,0,1114,1347,891
2014-01-26,52096,20359,7206,1857,24531,22674,272,5358,17044,501892446,65293,45540,19753,28704,10050,1430,12030,5332,11964,2077,1757,668,1683,1005
2014-02-02,59056,27226,6309,3488,25521,22033,1419,3859,16755,501909201,59333,28967,30366,24039,17472,3181,13445,4291,20172,2183,2384,563,634,888
2014-02-09,28038,13924,6198,1631,7916,6285,640,1099,4546,501913747,27272,16720,10552,11019,5368,950,4243,3953,4986,1299,322,598,882,946
2014-02-16,39444,18665,5456,2051,15323,13272,558,2382,10332,501924079,38912,16912,22000,20408,9848,2078,5927,3435,13969,1540,1141,314,986,911
2014-02-23,35808,13879,6124,1062,15805,14743,226,3792,10725,501934804,34760,18146,16614,18504,9474,1266,5896,3234,7126,1100,969,645,776,912
2014-03-02,109163,45966,6836,2480,56361,53881,2606,13087,38188,501972992,144837,94780,50057,66945,25601,5304,18037,11337,21152,6851,4866,566,1615,899
2014-03-09,50145,25411,6078,1639,18656,17017,1448,3975,11594,501984586,52027,26549,25478,24141,11245,3799,12824,4454,16748,1516,1282,378,1198,966
2014-03-16,30565,14086,8733,937,7746,6809,336,1629,4844,501989430,32888,18987,13901,15388,7294,2025,5524,4176,7794,1067,482,844,1499,975
2014-03-23,21996,7722,11182,885,3092,2207,288,474,1445,501990875,22469,12383,10086,12044,4756,389,6251,1724,6472,760,204,563,2485,931
2014-03-30,16956,8515,6044,867,2397,1530,163,311,1056,501991931,26629,15812,10817,10961,6154,1180,4905,1351,4702,703,93,545,1013,868
2014-04-06,34912,12466,8040,1897,14406,12509,678,2889,8942,502000873,52306,36189,16117,30642,7908,706,10347,3622,9660,2277,644,487,1478,958
2014-04-13,23695,11827,8104,1275,3764,2489,210,419,1860,502002733,25149,10480,14669,11179,7999,1719,6892,2814,7657,438,206,425,814,961
2014-04-20,18056,7051,8659,621,2346,1725,251,357,1117,502003850,20391,11667,8724,12233,3656,551,3445,1797,5221,656,126,1147,1341,931
2014-04-27,24447,13241,7876,1161,3330,2169,548,418,1203,502005053,25594,16864,8730,11116,4183,1168,5536,3029,3889,995,113,1115,952,1037
2014-05-04,20361,8625,9576,662,2160,1498,387,256,855,502005908,25335,13793,11542,14043,6887,510,3590,2374,7591,1169,84,678,1948,867
2014-05-11,60982,25331,8687,1368,26964,25596,894,5329,19373,502025281,55721,23601,32120,24778,18042,1551,16522,3926,22579,2527,2828,903,1493,836
2014-05-18,43659,16581,5676,2098,21402,19304,677,3870,14757,502040038,59811,33982,25829,24892,11158,2034,12367,3155,11105,1815,1819,442,825,912
2014-05-25,30182,12408,9302,616,8472,7856,575,1779,5502,502045540,38217,19094,19123,21974,8712,1792,8381,2735,8611,1365,336,924,1583,986
2014-06-01,53943,28338,10089,1962,15516,13554,278,3309,9967,502055507,82481,36826,45655,47159,21274,3148,11598,4576,28789,2125,710,945,1326,899
2014-06-08,30308,16647,5610,1005,8051,7046,211,1826,5009,502060516,30765,20142,10623,14789,5631,2024,7995,4260,6882,884,739,431,1339,905
2014-06-15,20485,8679,7156,978,4650,3672,554,668,2450,502062966,29967,16676,13291,16197,7329,1095,3373,1814,8666,1386,300,859,774,1003
2014-06-22,52280,22989,9651,2648,19640,16992,363,4273,12356,502075322,76035,51703,24332,38885,13380,1754,8158,4389,15605,3591,1748,605,2218,980
2014-06-29,34666,17139,7380,1115,10147,9032,786,1947,6299,502081621,34286,22005,12281,19563,6165,934,9117,2580,6096,1571,506,408,1304,978
2014-07-06,18139,9564,11522,952,-2947,-3899,508,0,-4407,502077214,21386,13000,8386,9902,4714,480,3878,2467,4171,332,0,1461,2222,1000
2014-07-13,25023,11726,15978,795,-2681,-3476,294,0,-3770,502073444,25501,10239,15262,12871,7439,997,7490,3225,6523,1122,0,1863,2323,941
2014-07-20,18711,8014,6711,708,3986,3278,267,698,2313,502075757,20176,10660,9516,10029,4042,594,3080,1677,3601,967,184,670,1644,945
2014-07-27,15037,6504,4682,738,3851,3113,289,672,2152,502077909,16304,7488,8816,7676,4522,366,4185,1526,5698,399,226,453,666,1006
2014-08-03,37318,18253,7855,1781,11210,9429,1009,2147,6273,502084182,48117,32394,15723,27826,9284,1240,8285,3361,5450,1479,707,783,1479,900
2014-08-10,54572,19135,8808,3247,26629,23382,1558,6034,15790,502099972,64831,29328,35503,28083,19832,1195,14957,4656,27298,2669,1549,825,2193,862
2014-08-17,14364,6807,6832,417,725,308,337,0,-29,502099943,22457,10910,11547,9654,5955,963,3915,1033,8237,729,0,610,1586,949
2014-08-24,31176,13128,12197,1449,5851,4402,223,775,3404,502103347,30816,17104,13712,15882,7259,841,8960,2931,9993,1533,454,1219,2201,1019
2014-08-31,19042,9689,5393,845,3960,3115,414,739,1962,502105309,30117,14426,15691,16007,9197,1005,3707,2390,11821,850,265,555,1340,987
2014-09-07,20223,7454,8773,1145,3996,2851,309,592,1950,502107259,21466,9938,11528,9422,5599,815,5915,2145,5814,828,254,1046,1800,1019
2014-09-14,19336,9042,7127,508,3167,2659,324,564,1771,502109030,27863,16153,11710,13323,5460,944,3340,1874,8470,1162,175,863,936,877
2014-09-21,17341,7737,14058,868,-4454,-5322,108,0,-5430,502103600,19722,8415,11307,11622,6733,463,2814,2049,4286,587,0,1234,2261,996
2014-09-28,25039,11980,13715,1070,-656,-1726,245,0,-1971,502101629,25043,10454,14589,11252,8355,981,5377,2871,4535,1109,0,1253,2060,1014
2014-10-05,17700,6425,5726,548,5549,5001,438,1172,3391,502105020,26559,13590,12969,14174,6026,354,4854,1857,8980,846,336,500,868,916
2014-10-12,27700,12908,6241,1080,8551,7471,453,1788,5230,502110250,30919,19052,11867,16945,5848,1156,6122,2708,4004,818,390,647,1336,1028
2014-10-19,24602,11373,9448,821,3781,2960,309,560,2091,502112341,33488,18969,14519,16397,7013,783,6751,2250,11532,479,211,901,1773,981
2014-10-26,23084,10668,6501,997,5915,4918,337,965,3616,502115957,29929,15768,14161,17583,6087,1133,5989,3020,9026,770,232,903,687,1142
2014-11-02,17911,8431,7827,995,1653,658,472,49,137,502116094,22035,12554,9481,12060,5609,1006,3249,1327,6416,867,16,936,1813,881
2014-11-09,20762,10076,7569,888,3117,2229,493,325,1411,502117505,25892,13195,12697,12728,6106,1040,6069,1718,5370,1213,118,1059,1094,1060
2014-11-16,35972,18382,4327,1628,13263,11635,425,3006,8204,502125709,50813,34596,16217,26111,9326,1717,5724,2985,10329,1020,624,523,1080,974
2014-11-23,33076,13362,8671,1348,11043,9695,263,1940,7492,502133201,31801,13244,18557,17126,8126,1186,9418,3694,5968,770,1091,1275,2108,914
2014-11-30,18654,9607,6693,411,2354,1943,211,414,1318,502134519,25514,15360,10154,13227,5174,1289,3650,1456,7300,412,168,760,1614,971
2014-12-07,29252,13153,7470,858,8629,7771,820,1902,5049,502139568,44670,29812,14858,25718,6014,946,6582,3673,5718,1681,650,1093,1656,1013
2014-12-14,38712,14146,11390,1536,13176,11640,756,2697,8187,502147755,36407,23343,13064,17161,7222,1746,8259,3079,8474,1762,920,750,1516,1052
2014-12-21,14986,5421,5334,486,4231,3745,275,768,2702,502150457,14963,6811,8152,6883,4208,682,2634,816,3361,533,362,295,960,1088
2014-12-28,37010,15428,10286,1009,11296,10287,737,2378,7172,502157629,51875,25355,26520,22969,13926,1418,7540,3244,8864,1799,903,1110,1375,1075
2015-01-04,23270,11797,6718,935,4755,3820,329,748,2743,502160372,28066,17264,10802,11438,4433,941,4164,2100,5841,902,301,997,933,957
2015-01-11,38786,19065,6617,1277,13104,11827,977,2254,8596,502168968,45864,19505,26359,18740,11656,1850,7004,4645,10139,621,1256,607,1268,1064
2015-01-18,23130,11744,10482,701,904,203,418,0,-215,502168753,23035,14824,8211,13222,3406,697,4118,2958,5458,903,0,746,1112,1029
2015-01-25,15485,7022,9116,597,-653,-1250,123,0,-1373,502167380,19430,11963,7467,10408,3418,383,3459,1567,3127,662,0,931,2237,978
2015-02-01,16860,7385,9340,427,135,-292,139,0,-431,502166949,16667,10315,6352,8869,3338,452,4547,1153,2993,608,0,1073,2221,1002
2015-02-08,33375,12665,10703,1906,10007,8101,615,1613,5873,502172822,41173,17707,23466,21531,12044,870,7855,3146,13698,1892,604,872,1682,979
2015-02-15,36726,15265,7147,2009,14314,12305,1044,2082,9179,502182001,52685,32419,20266,30022,10588,1533,10429,4218,8967,2179,572,868,1267,1018
2015-02-22,23271,10165,6053,1124,7053,5929,296,1031,4602,502186603,25151,15190,9961,12476,5079,1371,5713,2623,4871,1037,479,893,1029,981
2015-03-01,43465,15983,5619,1054,21863,20809,1162,4625,15022,502201625,53747,34897,18850,30855,8569,1176,11014,4387,13342,2531,1669,785,1305,968
2015-03-08,17420,6866,5882,889,4672,3783,420,862,2501,502204126,27775,11457,16318,13107,7325,985,4357,1236,6358,1378,375,466,1196,1045
2015-03-15,33106,15548,17963,1732,-405,-2137,371,0,-2508,502201618,45708,18600,27108,26755,11586,2262,7198,4405,9247,1520,0,1485,2546,1055
2015-03-22,20983,10431,12796,1064,-2244,-3308,124,0,-3432,502198186,31243,15993,15250,16863,8690,1522,5317,2069,7079,449,0,1115,2137,1015
2015-03-29,26245,14426,5494,645,6325,5680,198,1005,4477,502202663,31242,13891,17351,14104,9080,1930,4211,2193,8887,886,380,491,903,1095
2015-04-05,34651,18595,5688,1586,10368,8782,804,1729,6249,502208912,49811,28269,21542,25544,9420,1606,9667,5142,12308,2067,932,341,1387,1015
2015-04-12,24011,11490,9010,1282,3511,2229,240,405,1584,502210496,22291,15051,7240,11293,3153,658,6403,3347,3520,248,151,1137,1138,1015
2015-04-19,28886,12544,9347,1245,6995,5750,413,1199,4138,502214634,28483,14738,13745,12179,7898,1341,5395,3115,9552,350,559,809,1060,1065
2015-04-26,50019,23871,9062,2294,17086,14792,877,2605,11310,502225944,52127,34064,18063,27015,9908,2527,13265,4409,5774,661,810,1250,2103,1027
2015-05-03,26316,13346,6917,1009,6053,5044,609,1221,3214,502229158,31089,12438,18651,14393,9920,1802,3997,2506,9622,1220,323,987,1622,1039
2015-05-10,45816,17120,7327,1885,21369,19484,359,3869,15256,502244414,68358,30799,37559,28059,18080,2561,8365,3766,18446,2054,2237,384,1691,911
2015-05-17,20624,8909,9514,441,2201,1760,313,394,1053,502245467,23561,9639,13922,13895,6298,898,3295,2536,8684,583,152,1416,1681,1040
2015-05-24,39523,20471,8656,1801,10396,8595,677,1762,6156,502251623,53682,26757,26925,28360,16044,1730,10554,3530,21086,764,729,1047,1722,949
2015-05-31,56095,23939,4230,1305,27926,26621,1039,7126,18456,502270079,78338,52679,25659,45074,14355,1642,14774,6557,14246,3078,2395,432,780,981
2015-06-07,11545,5361,7581,432,-1397,-1829,294,0,-2123,502267956,15128,6491,8637,8097,3976,271,3141,1038,6853,346,0,674,837,977
2015-06-14,22193,10376,6864,704,4953,4249,206,1104,2939,502270895,25523,14852,10671,12031,6077,1047,3344,2815,4814,526,359,699,1300,994
2015-06-21,37806,14627,7884,1581,15295,13714,953,2304,10457,502281352,49297,26396,22901,24774,12636,1544,8513,4213,7224,1779,1169,650,805,1020
2015-06-28,27200,11491,19171,689,-3462,-4151,607,0,-4758,502276594,30997,21126,9871,16588,4535,1522,6956,2460,3779,1003,0,2152,2852,1025
2015-07-05,33636,14023,8877,1603,10736,9133,636,2297,6200,502282794,32247,14084,18163,19092,8815,1409,5829,2871,9037,790,380,526,2129,1084
2015-07-12,22386,7952,7890,1160,6544,5384,503,947,3934,502286728,35705,16553,19152,16093,8373,1126,5540,2150,8775,1273,239,885,1149,1064
2015-07-19,29023,10298,11896,770,6829,6059,444,1065,4550,502291278,28705,11736,16969,16505,7164,1162,4720,2363,5914,598,557,922,2867,959
2015-07-26,25930,13389,9009,627,3532,2905,219,598,2088,502293366,24650,13069,11581,14416,6306,1795,4595,3383,5980,1030,134,466,1239,1060
2015-08-02,43383,17553,10034,1120,15796,14676,939,3755,9982,502303348,65724,31768,33956,35102,15399,1138,9604,4273,15927,1260,966,1056,1477,1074
2015-08-09,29708,13476,10536,1636,5696,4060,538,825,2697,502306045,33014,21821,11193,19355,6313,1826,7369,2330,4044,540,231,1136,2047,1043
2015-08-16,30357,12439,14441,1249,3477,2228,637,370,1221,502307266,41140,23922,17218,19730,10316,1462,5218,3442,7715,1699,128,1338,3094,1058
2015-08-23,22276,11988,5761,862,4527,3665,300,653,2712,502309978,25179,14710,10469,14871,4348,803,3960,2150,7781,965,327,330,1009,1073
2015-08-30,21447,8619,9352,520,3476,2956,593,426,1937,502311915,25179,14089,11090,13611,5485,595,3875,2498,5002,436,229,1303,2173,1103
2015-09-06,21809,9507,6863,1003,5439,4436,429,1046,2961,502314876,23630,10103,13527,9651,7581,1356,4052,1783,8887,346,301,763,728,988
2015-09-13,30275,15881,9157,1657,5237,3580,216,635,2729,502317605,34517,18415,16102,20067,8982,845,5570,4130,9758,1503,263,564,2182,1056
2015-09-20,21843,11323,6668,1160,3852,2692,355,569,1768,502319373,25938,18153,7785,12888,4297,1090,4571,2182,3998,1065,159,674,863,1145
2015-09-27,29092,11265,7077,1310,10750,9440,696,2374,6370,502325743,40854,26578,14276,20103,6707,916,7217,2227,5989,943,868,706,1646,1143
2015-10-04,59712,30485,7952,1374,21275,19901,1484,3699,14718,502340461,75122,50184,24938,38560,12239,3552,12880,5990,12083,2729,1223,446,1273,1116
2015-10-11,37156,16409,10962,910,9785,8875,645,2029,6201,502346662,57982,37512,20470,24925,10624,2198,9898,4302,12201,868,471,1213,2466,1102
2015-10-18,23240,10379,11132,511,1729,1218,636,109,473,502347135,21597,9306,12291,10665,7311,893,5993,2424,5843,654,59,1456,2235,1160
